"Points:0","Points:1","Points:2"
0.0000000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
8.3333333333299994e-02,-5.0000000000000000e-01,0.0000000000000000e+00
1.6666666666700000e-01,-5.0000000000000000e-01,0.0000000000000000e+00
2.5000000000000000e-01,-5.0000000000000000e-01,0.0000000000000000e+00
3.3333333333300003e-01,-5.0000000000000000e-01,0.0000000000000000e+00
4.1666666666699997e-01,-5.0000000000000000e-01,0.0000000000000000e+00
5.0000000000000000e-01,-5.0000000000000000e-01,0.0000000000000000e+00
5.8333333333299997e-01,-5.0000000000000000e-01,0.0000000000000000e+00
6.6666666666700003e-01,-5.0000000000000000e-01,0.0000000000000000e+00
7.5000000000000000e-01,-5.0000000000000000e-01,0.0000000000000000e+00
8.3333333333299997e-01,-5.0000000000000000e-01,0.0000000000000000e+00
9.1666666666700003e-01,-5.0000000000000000e-01,0.0000000000000000e+00
1.0000000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
1.0833333333299999e+00,-5.0000000000000000e-01,0.0000000000000000e+00
1.1666666666700001e+00,-5.0000000000000000e-01,0.0000000000000000e+00
1.2500000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
1.3333333333299999e+00,-5.0000000000000000e-01,0.0000000000000000e+00
1.4166666666700001e+00,-5.0000000000000000e-01,0.0000000000000000e+00
1.5000000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
1.5833333333299999e+00,-5.0000000000000000e-01,0.0000000000000000e+00
1.6666666666700001e+00,-5.0000000000000000e-01,0.0000000000000000e+00
1.7500000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
1.8333333333299999e+00,-5.0000000000000000e-01,0.0000000000000000e+00
1.9166666666700001e+00,-5.0000000000000000e-01,0.0000000000000000e+00
2.0000000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
2.0833333333300001e+00,-5.0000000000000000e-01,0.0000000000000000e+00
2.1666666666699999e+00,-5.0000000000000000e-01,0.0000000000000000e+00
2.2500000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
2.3333333333300001e+00,-5.0000000000000000e-01,0.0000000000000000e+00
2.4166666666699999e+00,-5.0000000000000000e-01,0.0000000000000000e+00
2.5000000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
2.5833333333300001e+00,-5.0000000000000000e-01,0.0000000000000000e+00
2.6666666666699999e+00,-5.0000000000000000e-01,0.0000000000000000e+00
2.7500000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
2.8333333333300001e+00,-5.0000000000000000e-01,0.0000000000000000e+00
2.9166666666699999e+00,-5.0000000000000000e-01,0.0000000000000000e+00
3.0000000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
3.0833333333300001e+00,-5.0000000000000000e-01,0.0000000000000000e+00
3.1666666666699999e+00,-5.0000000000000000e-01,0.0000000000000000e+00
3.2500000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
3.3333333333300001e+00,-5.0000000000000000e-01,0.0000000000000000e+00
3.4166666666699999e+00,-5.0000000000000000e-01,0.0000000000000000e+00
3.5000000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
3.5833333333300001e+00,-5.0000000000000000e-01,0.0000000000000000e+00
3.6666666666699999e+00,-5.0000000000000000e-01,0.0000000000000000e+00
3.7500000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
3.8333333333300001e+00,-5.0000000000000000e-01,0.0000000000000000e+00
3.9166666666699999e+00,-5.0000000000000000e-01,0.0000000000000000e+00
4.0000000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
4.0833333333299997e+00,-5.0000000000000000e-01,0.0000000000000000e+00
4.1666666666700003e+00,-5.0000000000000000e-01,0.0000000000000000e+00
4.2500000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
4.3333333333299997e+00,-5.0000000000000000e-01,0.0000000000000000e+00
4.4166666666700003e+00,-5.0000000000000000e-01,0.0000000000000000e+00
4.5000000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
4.5833333333299997e+00,-5.0000000000000000e-01,0.0000000000000000e+00
4.6666666666700003e+00,-5.0000000000000000e-01,0.0000000000000000e+00
4.7500000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
4.8333333333299997e+00,-5.0000000000000000e-01,0.0000000000000000e+00
4.9166666666700003e+00,-5.0000000000000000e-01,0.0000000000000000e+00
5.0000000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
5.0833333333299997e+00,-5.0000000000000000e-01,0.0000000000000000e+00
5.1666666666700003e+00,-5.0000000000000000e-01,0.0000000000000000e+00
5.2500000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
5.3333333333299997e+00,-5.0000000000000000e-01,0.0000000000000000e+00
5.4166666666700003e+00,-5.0000000000000000e-01,0.0000000000000000e+00
5.5000000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
5.5833333333299997e+00,-5.0000000000000000e-01,0.0000000000000000e+00
5.6666666666700003e+00,-5.0000000000000000e-01,0.0000000000000000e+00
5.7500000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
5.8333333333299997e+00,-5.0000000000000000e-01,0.0000000000000000e+00
5.9166666666700003e+00,-5.0000000000000000e-01,0.0000000000000000e+00
6.0000000000000000e+00,-5.0000000000000000e-01,0.0000000000000000e+00
6.0833333333299997e+00,-5.0000000000000000e-01,0.0000000000000000e+00
